id,tokens,ner_tags,text,tokens_tags,ner_text,prompts
5120,['F.C.' 'Brasov' '1' 'F.C.' 'National' 'Bucharest' '1'],"['B-Organization', 'I-Organization', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'O']",F.C. Brasov 1 F.C. National Bucharest 1,"['F.C.(B-Organization)', 'Brasov(I-Organization)', '1(O)', 'F.C.(B-Organization)', 'National(I-Organization)', 'Bucharest(I-Organization)', '1(O)']",F.C.(B-Organization) Brasov(I-Organization) 1(O) F.C.(B-Organization) National(I-Organization) Bucharest(I-Organization) 1(O),"Input: F.C. Brasov 1 F.C. National Bucharest 1
Output: F.C.(B-Organization) Brasov(I-Organization) 1(O) F.C.(B-Organization) National(I-Organization) Bucharest(I-Organization) 1(O)"
13190,['RENNES' '1996-08-29'],"['B-Organization', 'O']",RENNES 1996-08-29,"['RENNES(B-Organization)', '1996-08-29(O)']",RENNES(B-Organization) 1996-08-29(O),"Input: RENNES 1996-08-29
Output: RENNES(B-Organization) 1996-08-29(O)"
2173,"['The' 'Angels' 'battered' 'Kenny' 'Rogers' '(' '10-7' ')' 'for' 'five'
 'runs' 'in' 'the' 'first' '.']","['O', 'B-Organization', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",The Angels battered Kenny Rogers ( 10-7 ) for five runs in the first .,"['The(O)', 'Angels(B-Organization)', 'battered(O)', 'Kenny(B-Person)', 'Rogers(I-Person)', '((O)', '10-7(O)', ')(O)', 'for(O)', 'five(O)', 'runs(O)', 'in(O)', 'the(O)', 'first(O)', '.(O)']",The(O) Angels(B-Organization) battered(O) Kenny(B-Person) Rogers(I-Person) ((O) 10-7(O) )(O) for(O) five(O) runs(O) in(O) the(O) first(O) .(O),"Input: The Angels battered Kenny Rogers ( 10-7 ) for five runs in the first .
Output: The(O) Angels(B-Organization) battered(O) Kenny(B-Person) Rogers(I-Person) ((O) 10-7(O) )(O) for(O) five(O) runs(O) in(O) the(O) first(O) .(O)"
13618,"['Some' 'trains' 'were' 'delayed' 'as' 'fallen' 'trees' 'blocked' 'lines'
 '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Some trains were delayed as fallen trees blocked lines .,"['Some(O)', 'trains(O)', 'were(O)', 'delayed(O)', 'as(O)', 'fallen(O)', 'trees(O)', 'blocked(O)', 'lines(O)', '.(O)']",Some(O) trains(O) were(O) delayed(O) as(O) fallen(O) trees(O) blocked(O) lines(O) .(O),"Input: Some trains were delayed as fallen trees blocked lines .
Output: Some(O) trains(O) were(O) delayed(O) as(O) fallen(O) trees(O) blocked(O) lines(O) .(O)"
10975,['Quarterly'],['O'],Quarterly,['Quarterly(O)'],Quarterly(O),"Input: Quarterly
Output: Quarterly(O)"
10808,"['Canada' ""'s"" 'Donovan' 'Bailey' ',' 'the' 'Olympic' '100' 'metres'
 'champion' 'and' 'world' 'record' 'holder' ',' 'and' 'Namibian' 'Frankie'
 'Fredericks' ',' 'the' 'silver' 'medallist' 'at' 'the' 'recent' 'Atlanta'
 'Games' ',' 'have' 'already' 'agreed' 'to' 'run' 'in' 'the' '4X100'
 'metres' 'team' '.']","['B-Location', 'O', 'B-Person', 'I-Person', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Canada 's Donovan Bailey , the Olympic 100 metres champion and world record holder , and Namibian Frankie Fredericks , the silver medallist at the recent Atlanta Games , have already agreed to run in the 4X100 metres team .","['Canada(B-Location)', ""'s(O)"", 'Donovan(B-Person)', 'Bailey(I-Person)', ',(O)', 'the(O)', 'Olympic(B-Miscellaneous)', '100(O)', 'metres(O)', 'champion(O)', 'and(O)', 'world(O)', 'record(O)', 'holder(O)', ',(O)', 'and(O)', 'Namibian(O)', 'Frankie(B-Person)', 'Fredericks(I-Person)', ',(O)', 'the(O)', 'silver(O)', 'medallist(O)', 'at(O)', 'the(O)', 'recent(O)', 'Atlanta(B-Location)', 'Games(B-Miscellaneous)', ',(O)', 'have(O)', 'already(O)', 'agreed(O)', 'to(O)', 'run(O)', 'in(O)', 'the(O)', '4X100(O)', 'metres(O)', 'team(O)', '.(O)']","Canada(B-Location) 's(O) Donovan(B-Person) Bailey(I-Person) ,(O) the(O) Olympic(B-Miscellaneous) 100(O) metres(O) champion(O) and(O) world(O) record(O) holder(O) ,(O) and(O) Namibian(O) Frankie(B-Person) Fredericks(I-Person) ,(O) the(O) silver(O) medallist(O) at(O) the(O) recent(O) Atlanta(B-Location) Games(B-Miscellaneous) ,(O) have(O) already(O) agreed(O) to(O) run(O) in(O) the(O) 4X100(O) metres(O) team(O) .(O)","Input: Canada 's Donovan Bailey , the Olympic 100 metres champion and world record holder , and Namibian Frankie Fredericks , the silver medallist at the recent Atlanta Games , have already agreed to run in the 4X100 metres team .
Output: Canada(B-Location) 's(O) Donovan(B-Person) Bailey(I-Person) ,(O) the(O) Olympic(B-Miscellaneous) 100(O) metres(O) champion(O) and(O) world(O) record(O) holder(O) ,(O) and(O) Namibian(O) Frankie(B-Person) Fredericks(I-Person) ,(O) the(O) silver(O) medallist(O) at(O) the(O) recent(O) Atlanta(B-Location) Games(B-Miscellaneous) ,(O) have(O) already(O) agreed(O) to(O) run(O) in(O) the(O) 4X100(O) metres(O) team(O) .(O)"
11344,"['The' 'PUK' 'said' 'the' 'ceasefire' 'was' 'agreed' 'after' 'talks'
 'between' 'U.S.' 'Assistant' 'Secretary' 'for' 'Near' 'East' 'Affairs'
 'Robert' 'Pelletreau' 'and' 'PUK' 'leader' 'Jalal' 'Talabani' '.']","['O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'B-Person', 'I-Person', 'O', 'B-Organization', 'O', 'B-Person', 'I-Person', 'O']",The PUK said the ceasefire was agreed after talks between U.S. Assistant Secretary for Near East Affairs Robert Pelletreau and PUK leader Jalal Talabani .,"['The(O)', 'PUK(B-Organization)', 'said(O)', 'the(O)', 'ceasefire(O)', 'was(O)', 'agreed(O)', 'after(O)', 'talks(O)', 'between(O)', 'U.S.(B-Location)', 'Assistant(O)', 'Secretary(O)', 'for(O)', 'Near(B-Location)', 'East(I-Location)', 'Affairs(O)', 'Robert(B-Person)', 'Pelletreau(I-Person)', 'and(O)', 'PUK(B-Organization)', 'leader(O)', 'Jalal(B-Person)', 'Talabani(I-Person)', '.(O)']",The(O) PUK(B-Organization) said(O) the(O) ceasefire(O) was(O) agreed(O) after(O) talks(O) between(O) U.S.(B-Location) Assistant(O) Secretary(O) for(O) Near(B-Location) East(I-Location) Affairs(O) Robert(B-Person) Pelletreau(I-Person) and(O) PUK(B-Organization) leader(O) Jalal(B-Person) Talabani(I-Person) .(O),"Input: The PUK said the ceasefire was agreed after talks between U.S. Assistant Secretary for Near East Affairs Robert Pelletreau and PUK leader Jalal Talabani .
Output: The(O) PUK(B-Organization) said(O) the(O) ceasefire(O) was(O) agreed(O) after(O) talks(O) between(O) U.S.(B-Location) Assistant(O) Secretary(O) for(O) Near(B-Location) East(I-Location) Affairs(O) Robert(B-Person) Pelletreau(I-Person) and(O) PUK(B-Organization) leader(O) Jalal(B-Person) Talabani(I-Person) .(O)"
11077,"['Their' 'fate' 'after' 'the' 'territory' 'reverts' 'to' 'Chinese' 'rule'
 'is' 'unclear' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O']",Their fate after the territory reverts to Chinese rule is unclear .,"['Their(O)', 'fate(O)', 'after(O)', 'the(O)', 'territory(O)', 'reverts(O)', 'to(O)', 'Chinese(B-Miscellaneous)', 'rule(O)', 'is(O)', 'unclear(O)', '.(O)']",Their(O) fate(O) after(O) the(O) territory(O) reverts(O) to(O) Chinese(B-Miscellaneous) rule(O) is(O) unclear(O) .(O),"Input: Their fate after the territory reverts to Chinese rule is unclear .
Output: Their(O) fate(O) after(O) the(O) territory(O) reverts(O) to(O) Chinese(B-Miscellaneous) rule(O) is(O) unclear(O) .(O)"
9284,['Rating' 'Announcement' 'As' 'of' '08/23/96' '.'],"['O', 'O', 'O', 'O', 'O', 'O']",Rating Announcement As of 08/23/96 .,"['Rating(O)', 'Announcement(O)', 'As(O)', 'of(O)', '08/23/96(O)', '.(O)']",Rating(O) Announcement(O) As(O) of(O) 08/23/96(O) .(O),"Input: Rating Announcement As of 08/23/96 .
Output: Rating(O) Announcement(O) As(O) of(O) 08/23/96(O) .(O)"
10562,['Atletico' 'Madrid' '3' 'Barcelona' '1'],"['B-Organization', 'I-Organization', 'O', 'B-Organization', 'O']",Atletico Madrid 3 Barcelona 1,"['Atletico(B-Organization)', 'Madrid(I-Organization)', '3(O)', 'Barcelona(B-Organization)', '1(O)']",Atletico(B-Organization) Madrid(I-Organization) 3(O) Barcelona(B-Organization) 1(O),"Input: Atletico Madrid 3 Barcelona 1
Output: Atletico(B-Organization) Madrid(I-Organization) 3(O) Barcelona(B-Organization) 1(O)"
12490,"['Jason' 'Stoltenberg' '(' 'Australia' ')' 'beat' 'Kenneth' 'Carlsen' '('
 'Denmark' ')' '6-' '3' '7-6' '(' '7-1' ')' '6-3']","['B-Person', 'I-Person', 'O', 'B-Location', 'O', 'O', 'B-Person', 'I-Person', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jason Stoltenberg ( Australia ) beat Kenneth Carlsen ( Denmark ) 6- 3 7-6 ( 7-1 ) 6-3,"['Jason(B-Person)', 'Stoltenberg(I-Person)', '((O)', 'Australia(B-Location)', ')(O)', 'beat(O)', 'Kenneth(B-Person)', 'Carlsen(I-Person)', '((O)', 'Denmark(B-Location)', ')(O)', '6-(O)', '3(O)', '7-6(O)', '((O)', '7-1(O)', ')(O)', '6-3(O)']",Jason(B-Person) Stoltenberg(I-Person) ((O) Australia(B-Location) )(O) beat(O) Kenneth(B-Person) Carlsen(I-Person) ((O) Denmark(B-Location) )(O) 6-(O) 3(O) 7-6(O) ((O) 7-1(O) )(O) 6-3(O),"Input: Jason Stoltenberg ( Australia ) beat Kenneth Carlsen ( Denmark ) 6- 3 7-6 ( 7-1 ) 6-3
Output: Jason(B-Person) Stoltenberg(I-Person) ((O) Australia(B-Location) )(O) beat(O) Kenneth(B-Person) Carlsen(I-Person) ((O) Denmark(B-Location) )(O) 6-(O) 3(O) 7-6(O) ((O) 7-1(O) )(O) 6-3(O)"
9375,"['The' 'train' ""'s"" 'engine' 'and' 'its' 'six' 'cars' 'derailed' 'but'
 'were' 'still' 'standing' ',' 'state' 'police' 'said' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","The train 's engine and its six cars derailed but were still standing , state police said .","['The(O)', 'train(O)', ""'s(O)"", 'engine(O)', 'and(O)', 'its(O)', 'six(O)', 'cars(O)', 'derailed(O)', 'but(O)', 'were(O)', 'still(O)', 'standing(O)', ',(O)', 'state(O)', 'police(O)', 'said(O)', '.(O)']","The(O) train(O) 's(O) engine(O) and(O) its(O) six(O) cars(O) derailed(O) but(O) were(O) still(O) standing(O) ,(O) state(O) police(O) said(O) .(O)","Input: The train 's engine and its six cars derailed but were still standing , state police said .
Output: The(O) train(O) 's(O) engine(O) and(O) its(O) six(O) cars(O) derailed(O) but(O) were(O) still(O) standing(O) ,(O) state(O) police(O) said(O) .(O)"
9120,"['The' 'first' 'of' 'the' 'victims' 'were' 'two' 'vagrants' 'who' 'slept'
 'in' 'an' 'abandoned' 'car' 'in' 'front' 'of' 'a' 'local' 'bank' ','
 'the' 'newspaper' 'said' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","The first of the victims were two vagrants who slept in an abandoned car in front of a local bank , the newspaper said .","['The(O)', 'first(O)', 'of(O)', 'the(O)', 'victims(O)', 'were(O)', 'two(O)', 'vagrants(O)', 'who(O)', 'slept(O)', 'in(O)', 'an(O)', 'abandoned(O)', 'car(O)', 'in(O)', 'front(O)', 'of(O)', 'a(O)', 'local(O)', 'bank(O)', ',(O)', 'the(O)', 'newspaper(O)', 'said(O)', '.(O)']","The(O) first(O) of(O) the(O) victims(O) were(O) two(O) vagrants(O) who(O) slept(O) in(O) an(O) abandoned(O) car(O) in(O) front(O) of(O) a(O) local(O) bank(O) ,(O) the(O) newspaper(O) said(O) .(O)","Input: The first of the victims were two vagrants who slept in an abandoned car in front of a local bank , the newspaper said .
Output: The(O) first(O) of(O) the(O) victims(O) were(O) two(O) vagrants(O) who(O) slept(O) in(O) an(O) abandoned(O) car(O) in(O) front(O) of(O) a(O) local(O) bank(O) ,(O) the(O) newspaper(O) said(O) .(O)"
10410,"['Men' ""'s"" 'singles' ',' 'first' 'round']","['O', 'O', 'O', 'O', 'O', 'O']","Men 's singles , first round","['Men(O)', ""'s(O)"", 'singles(O)', ',(O)', 'first(O)', 'round(O)']","Men(O) 's(O) singles(O) ,(O) first(O) round(O)","Input: Men 's singles , first round
Output: Men(O) 's(O) singles(O) ,(O) first(O) round(O)"
4534,['Republic' ')' '7-5' '6-3'],"['B-Location', 'O', 'O', 'O']",Republic ) 7-5 6-3,"['Republic(B-Location)', ')(O)', '7-5(O)', '6-3(O)']",Republic(B-Location) )(O) 7-5(O) 6-3(O),"Input: Republic ) 7-5 6-3
Output: Republic(B-Location) )(O) 7-5(O) 6-3(O)"
13679,"['--' 'Andrew' 'Huddart' ',' 'London' 'Newsroom' ',' '+44' '171' '542'
 '8716']","['O', 'B-Person', 'I-Person', 'O', 'B-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O']","-- Andrew Huddart , London Newsroom , +44 171 542 8716","['--(O)', 'Andrew(B-Person)', 'Huddart(I-Person)', ',(O)', 'London(B-Organization)', 'Newsroom(I-Organization)', ',(O)', '+44(O)', '171(O)', '542(O)', '8716(O)']","--(O) Andrew(B-Person) Huddart(I-Person) ,(O) London(B-Organization) Newsroom(I-Organization) ,(O) +44(O) 171(O) 542(O) 8716(O)","Input: -- Andrew Huddart , London Newsroom , +44 171 542 8716
Output: --(O) Andrew(B-Person) Huddart(I-Person) ,(O) London(B-Organization) Newsroom(I-Organization) ,(O) +44(O) 171(O) 542(O) 8716(O)"
10903,"['In' 'March' 'a' 'Turkish' 'Cypriot' 'airliner' 'hijacked' 'while' 'on'
 'a' 'flight' 'from' 'northern' 'Cyprus' 'to' 'Istanbul' 'landed' 'in'
 'Sofia' 'airport' 'to' 'refuel' 'before' 'landing' 'in' 'Munich' ','
 'where' 'the' 'hijacker' 'was' 'arrested' '.']","['O', 'O', 'O', 'B-Miscellaneous', 'I-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'B-Location', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","In March a Turkish Cypriot airliner hijacked while on a flight from northern Cyprus to Istanbul landed in Sofia airport to refuel before landing in Munich , where the hijacker was arrested .","['In(O)', 'March(O)', 'a(O)', 'Turkish(B-Miscellaneous)', 'Cypriot(I-Miscellaneous)', 'airliner(O)', 'hijacked(O)', 'while(O)', 'on(O)', 'a(O)', 'flight(O)', 'from(O)', 'northern(O)', 'Cyprus(B-Location)', 'to(O)', 'Istanbul(B-Location)', 'landed(O)', 'in(O)', 'Sofia(B-Location)', 'airport(O)', 'to(O)', 'refuel(O)', 'before(O)', 'landing(O)', 'in(O)', 'Munich(B-Location)', ',(O)', 'where(O)', 'the(O)', 'hijacker(O)', 'was(O)', 'arrested(O)', '.(O)']","In(O) March(O) a(O) Turkish(B-Miscellaneous) Cypriot(I-Miscellaneous) airliner(O) hijacked(O) while(O) on(O) a(O) flight(O) from(O) northern(O) Cyprus(B-Location) to(O) Istanbul(B-Location) landed(O) in(O) Sofia(B-Location) airport(O) to(O) refuel(O) before(O) landing(O) in(O) Munich(B-Location) ,(O) where(O) the(O) hijacker(O) was(O) arrested(O) .(O)","Input: In March a Turkish Cypriot airliner hijacked while on a flight from northern Cyprus to Istanbul landed in Sofia airport to refuel before landing in Munich , where the hijacker was arrested .
Output: In(O) March(O) a(O) Turkish(B-Miscellaneous) Cypriot(I-Miscellaneous) airliner(O) hijacked(O) while(O) on(O) a(O) flight(O) from(O) northern(O) Cyprus(B-Location) to(O) Istanbul(B-Location) landed(O) in(O) Sofia(B-Location) airport(O) to(O) refuel(O) before(O) landing(O) in(O) Munich(B-Location) ,(O) where(O) the(O) hijacker(O) was(O) arrested(O) .(O)"
3732,['RUGBY' 'UNION' '-' 'NEW' 'ZEALAND' 'DEFEAT' 'SOUTH' 'AFRICA' '33-26' '.'],"['B-Organization', 'I-Organization', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'I-Location', 'O', 'O']",RUGBY UNION - NEW ZEALAND DEFEAT SOUTH AFRICA 33-26 .,"['RUGBY(B-Organization)', 'UNION(I-Organization)', '-(O)', 'NEW(B-Location)', 'ZEALAND(I-Location)', 'DEFEAT(O)', 'SOUTH(B-Location)', 'AFRICA(I-Location)', '33-26(O)', '.(O)']",RUGBY(B-Organization) UNION(I-Organization) -(O) NEW(B-Location) ZEALAND(I-Location) DEFEAT(O) SOUTH(B-Location) AFRICA(I-Location) 33-26(O) .(O),"Input: RUGBY UNION - NEW ZEALAND DEFEAT SOUTH AFRICA 33-26 .
Output: RUGBY(B-Organization) UNION(I-Organization) -(O) NEW(B-Location) ZEALAND(I-Location) DEFEAT(O) SOUTH(B-Location) AFRICA(I-Location) 33-26(O) .(O)"
1446,['Rating' ':' 'Baa1'],"['O', 'O', 'O']",Rating : Baa1,"['Rating(O)', ':(O)', 'Baa1(O)']",Rating(O) :(O) Baa1(O),"Input: Rating : Baa1
Output: Rating(O) :(O) Baa1(O)"
13330,"['provision' '3,820,000' '4,658,000' '7,047,000' '4,534,000']","['O', 'O', 'O', 'O', 'O']","provision 3,820,000 4,658,000 7,047,000 4,534,000","['provision(O)', '3,820,000(O)', '4,658,000(O)', '7,047,000(O)', '4,534,000(O)']","provision(O) 3,820,000(O) 4,658,000(O) 7,047,000(O) 4,534,000(O)","Input: provision 3,820,000 4,658,000 7,047,000 4,534,000
Output: provision(O) 3,820,000(O) 4,658,000(O) 7,047,000(O) 4,534,000(O)"
9156,"['He' 'was' 'imprisoned' 'for' 'four' 'years' 'in' '1951' 'for' 'taking'
 'part' 'in' 'a' 'coup' 'attempt' 'to' 'overthrow' 'Peron' 'led' 'by'
 'General' 'Benjamin' 'Menendez' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O', 'B-Person', 'I-Person', 'O']",He was imprisoned for four years in 1951 for taking part in a coup attempt to overthrow Peron led by General Benjamin Menendez .,"['He(O)', 'was(O)', 'imprisoned(O)', 'for(O)', 'four(O)', 'years(O)', 'in(O)', '1951(O)', 'for(O)', 'taking(O)', 'part(O)', 'in(O)', 'a(O)', 'coup(O)', 'attempt(O)', 'to(O)', 'overthrow(O)', 'Peron(B-Person)', 'led(O)', 'by(O)', 'General(O)', 'Benjamin(B-Person)', 'Menendez(I-Person)', '.(O)']",He(O) was(O) imprisoned(O) for(O) four(O) years(O) in(O) 1951(O) for(O) taking(O) part(O) in(O) a(O) coup(O) attempt(O) to(O) overthrow(O) Peron(B-Person) led(O) by(O) General(O) Benjamin(B-Person) Menendez(I-Person) .(O),"Input: He was imprisoned for four years in 1951 for taking part in a coup attempt to overthrow Peron led by General Benjamin Menendez .
Output: He(O) was(O) imprisoned(O) for(O) four(O) years(O) in(O) 1951(O) for(O) taking(O) part(O) in(O) a(O) coup(O) attempt(O) to(O) overthrow(O) Peron(B-Person) led(O) by(O) General(O) Benjamin(B-Person) Menendez(I-Person) .(O)"
13784,['Sales' '11.38' '11.38' '11.45'],"['O', 'O', 'O', 'O']",Sales 11.38 11.38 11.45,"['Sales(O)', '11.38(O)', '11.38(O)', '11.45(O)']",Sales(O) 11.38(O) 11.38(O) 11.45(O),"Input: Sales 11.38 11.38 11.45
Output: Sales(O) 11.38(O) 11.38(O) 11.45(O)"
5473,['Benfica' '1' 'Braga' '1'],"['B-Organization', 'O', 'B-Organization', 'O']",Benfica 1 Braga 1,"['Benfica(B-Organization)', '1(O)', 'Braga(B-Organization)', '1(O)']",Benfica(B-Organization) 1(O) Braga(B-Organization) 1(O),"Input: Benfica 1 Braga 1
Output: Benfica(B-Organization) 1(O) Braga(B-Organization) 1(O)"
6092,"['In' 'the' 'future' ',' 'the' 'accountant' 'will' 'be' 'evaluated'
 'solely' 'on' '""' 'knowledge' ',' 'skill' 'and' 'abilities' ',' '""' 'she'
 'said' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","In the future , the accountant will be evaluated solely on "" knowledge , skill and abilities , "" she said .","['In(O)', 'the(O)', 'future(O)', ',(O)', 'the(O)', 'accountant(O)', 'will(O)', 'be(O)', 'evaluated(O)', 'solely(O)', 'on(O)', '""(O)', 'knowledge(O)', ',(O)', 'skill(O)', 'and(O)', 'abilities(O)', ',(O)', '""(O)', 'she(O)', 'said(O)', '.(O)']","In(O) the(O) future(O) ,(O) the(O) accountant(O) will(O) be(O) evaluated(O) solely(O) on(O) ""(O) knowledge(O) ,(O) skill(O) and(O) abilities(O) ,(O) ""(O) she(O) said(O) .(O)","Input: In the future , the accountant will be evaluated solely on "" knowledge , skill and abilities , "" she said .
Output: In(O) the(O) future(O) ,(O) the(O) accountant(O) will(O) be(O) evaluated(O) solely(O) on(O) ""(O) knowledge(O) ,(O) skill(O) and(O) abilities(O) ,(O) ""(O) she(O) said(O) .(O)"
8253,['Brighton' '3' '1' '0' '2' '2' '5' '3'],"['B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Brighton 3 1 0 2 2 5 3,"['Brighton(B-Organization)', '3(O)', '1(O)', '0(O)', '2(O)', '2(O)', '5(O)', '3(O)']",Brighton(B-Organization) 3(O) 1(O) 0(O) 2(O) 2(O) 5(O) 3(O),"Input: Brighton 3 1 0 2 2 5 3
Output: Brighton(B-Organization) 3(O) 1(O) 0(O) 2(O) 2(O) 5(O) 3(O)"
4393,['Jeremy' 'Lovell'],"['B-Person', 'I-Person']",Jeremy Lovell,"['Jeremy(B-Person)', 'Lovell(I-Person)']",Jeremy(B-Person) Lovell(I-Person),"Input: Jeremy Lovell
Output: Jeremy(B-Person) Lovell(I-Person)"
2634,"['The' 'purchases' 'increased' 'his' 'holding' 'in' 'the' 'company' 'to'
 '725,900' 'shares' ',' 'which' 'was' 'purchased' 'for' 'a' 'total' 'of'
 '$' '6.2' 'million' ',' 'he' 'said' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","The purchases increased his holding in the company to 725,900 shares , which was purchased for a total of $ 6.2 million , he said .","['The(O)', 'purchases(O)', 'increased(O)', 'his(O)', 'holding(O)', 'in(O)', 'the(O)', 'company(O)', 'to(O)', '725,900(O)', 'shares(O)', ',(O)', 'which(O)', 'was(O)', 'purchased(O)', 'for(O)', 'a(O)', 'total(O)', 'of(O)', '$(O)', '6.2(O)', 'million(O)', ',(O)', 'he(O)', 'said(O)', '.(O)']","The(O) purchases(O) increased(O) his(O) holding(O) in(O) the(O) company(O) to(O) 725,900(O) shares(O) ,(O) which(O) was(O) purchased(O) for(O) a(O) total(O) of(O) $(O) 6.2(O) million(O) ,(O) he(O) said(O) .(O)","Input: The purchases increased his holding in the company to 725,900 shares , which was purchased for a total of $ 6.2 million , he said .
Output: The(O) purchases(O) increased(O) his(O) holding(O) in(O) the(O) company(O) to(O) 725,900(O) shares(O) ,(O) which(O) was(O) purchased(O) for(O) a(O) total(O) of(O) $(O) 6.2(O) million(O) ,(O) he(O) said(O) .(O)"
6703,['9.' 'Vasas' '3' '1' '1' '1' '3' '3' '4'],"['O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",9. Vasas 3 1 1 1 3 3 4,"['9.(O)', 'Vasas(B-Organization)', '3(O)', '1(O)', '1(O)', '1(O)', '3(O)', '3(O)', '4(O)']",9.(O) Vasas(B-Organization) 3(O) 1(O) 1(O) 1(O) 3(O) 3(O) 4(O),"Input: 9. Vasas 3 1 1 1 3 3 4
Output: 9.(O) Vasas(B-Organization) 3(O) 1(O) 1(O) 1(O) 3(O) 3(O) 4(O)"
7766,['Freezing' 'occurs' 'at' '0' 'Celsius' '(' '32.0' 'F' ')' '.'],"['O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'B-Miscellaneous', 'O', 'O']",Freezing occurs at 0 Celsius ( 32.0 F ) .,"['Freezing(O)', 'occurs(O)', 'at(O)', '0(O)', 'Celsius(B-Miscellaneous)', '((O)', '32.0(O)', 'F(B-Miscellaneous)', ')(O)', '.(O)']",Freezing(O) occurs(O) at(O) 0(O) Celsius(B-Miscellaneous) ((O) 32.0(O) F(B-Miscellaneous) )(O) .(O),"Input: Freezing occurs at 0 Celsius ( 32.0 F ) .
Output: Freezing(O) occurs(O) at(O) 0(O) Celsius(B-Miscellaneous) ((O) 32.0(O) F(B-Miscellaneous) )(O) .(O)"
10714,['Borussia' 'Dortmund' '4' '3' '0' '1' '12' '6' '9'],"['B-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Borussia Dortmund 4 3 0 1 12 6 9,"['Borussia(B-Organization)', 'Dortmund(I-Organization)', '4(O)', '3(O)', '0(O)', '1(O)', '12(O)', '6(O)', '9(O)']",Borussia(B-Organization) Dortmund(I-Organization) 4(O) 3(O) 0(O) 1(O) 12(O) 6(O) 9(O),"Input: Borussia Dortmund 4 3 0 1 12 6 9
Output: Borussia(B-Organization) Dortmund(I-Organization) 4(O) 3(O) 0(O) 1(O) 12(O) 6(O) 9(O)"
