id,tokens,ner_tags,text,tokens_tags,ner_text,prompts
10602,['Lucchese' '1' 'Vicenza' '2'],"['B-ORG', 'O', 'B-ORG', 'O']",Lucchese 1 Vicenza 2,"['Lucchese(B-ORG)', '1(O)', 'Vicenza(B-ORG)', '2(O)']",Lucchese(B-ORG) 1(O) Vicenza(B-ORG) 2(O),"Input: Lucchese 1 Vicenza 2
Output: Lucchese(B-ORG) 1(O) Vicenza(B-ORG) 2(O)"
11105,['NAIROBI' '1996-08-28'],"['B-LOC', 'O']",NAIROBI 1996-08-28,"['NAIROBI(B-LOC)', '1996-08-28(O)']",NAIROBI(B-LOC) 1996-08-28(O),"Input: NAIROBI 1996-08-28
Output: NAIROBI(B-LOC) 1996-08-28(O)"
1322,"['He' 'also' 'manages' 'and' 'occasionally' 'plays' 'for' 'one' 'of' 'the'
 'leading' 'local' 'soccer' 'teams' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",He also manages and occasionally plays for one of the leading local soccer teams .,"['He(O)', 'also(O)', 'manages(O)', 'and(O)', 'occasionally(O)', 'plays(O)', 'for(O)', 'one(O)', 'of(O)', 'the(O)', 'leading(O)', 'local(O)', 'soccer(O)', 'teams(O)', '.(O)']",He(O) also(O) manages(O) and(O) occasionally(O) plays(O) for(O) one(O) of(O) the(O) leading(O) local(O) soccer(O) teams(O) .(O),"Input: He also manages and occasionally plays for one of the leading local soccer teams .
Output: He(O) also(O) manages(O) and(O) occasionally(O) plays(O) for(O) one(O) of(O) the(O) leading(O) local(O) soccer(O) teams(O) .(O)"
4887,['Standings' ':'],"['O', 'O']",Standings :,"['Standings(O)', ':(O)']",Standings(O) :(O),"Input: Standings :
Output: Standings(O) :(O)"
2384,['1.' 'Regina' 'Jacobs' '(' 'U.S.' ')' '4' 'minutes' '01.77' 'seconds'],"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']",1. Regina Jacobs ( U.S. ) 4 minutes 01.77 seconds,"['1.(O)', 'Regina(B-PER)', 'Jacobs(I-PER)', '((O)', 'U.S.(B-LOC)', ')(O)', '4(O)', 'minutes(O)', '01.77(O)', 'seconds(O)']",1.(O) Regina(B-PER) Jacobs(I-PER) ((O) U.S.(B-LOC) )(O) 4(O) minutes(O) 01.77(O) seconds(O),"Input: 1. Regina Jacobs ( U.S. ) 4 minutes 01.77 seconds
Output: 1.(O) Regina(B-PER) Jacobs(I-PER) ((O) U.S.(B-LOC) )(O) 4(O) minutes(O) 01.77(O) seconds(O)"
6171,"['Hundreds' 'of' 'police' 'raided' 'the' 'Dhaka' 'university' 'on'
 'Sunday' ',' 'arresting' 'nearly' '30' 'outsiders' 'who' 'had' 'been'
 'living' 'in' 'student' 'dormitories' 'and' 'seizing' 'weapons' ','
 'university' 'officials' 'said' '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Hundreds of police raided the Dhaka university on Sunday , arresting nearly 30 outsiders who had been living in student dormitories and seizing weapons , university officials said .","['Hundreds(O)', 'of(O)', 'police(O)', 'raided(O)', 'the(O)', 'Dhaka(B-LOC)', 'university(O)', 'on(O)', 'Sunday(O)', ',(O)', 'arresting(O)', 'nearly(O)', '30(O)', 'outsiders(O)', 'who(O)', 'had(O)', 'been(O)', 'living(O)', 'in(O)', 'student(O)', 'dormitories(O)', 'and(O)', 'seizing(O)', 'weapons(O)', ',(O)', 'university(O)', 'officials(O)', 'said(O)', '.(O)']","Hundreds(O) of(O) police(O) raided(O) the(O) Dhaka(B-LOC) university(O) on(O) Sunday(O) ,(O) arresting(O) nearly(O) 30(O) outsiders(O) who(O) had(O) been(O) living(O) in(O) student(O) dormitories(O) and(O) seizing(O) weapons(O) ,(O) university(O) officials(O) said(O) .(O)","Input: Hundreds of police raided the Dhaka university on Sunday , arresting nearly 30 outsiders who had been living in student dormitories and seizing weapons , university officials said .
Output: Hundreds(O) of(O) police(O) raided(O) the(O) Dhaka(B-LOC) university(O) on(O) Sunday(O) ,(O) arresting(O) nearly(O) 30(O) outsiders(O) who(O) had(O) been(O) living(O) in(O) student(O) dormitories(O) and(O) seizing(O) weapons(O) ,(O) university(O) officials(O) said(O) .(O)"
12532,['CALIFORNIA' '61' '72' '.459' '14'],"['B-ORG', 'O', 'O', 'O', 'O']",CALIFORNIA 61 72 .459 14,"['CALIFORNIA(B-ORG)', '61(O)', '72(O)', '.459(O)', '14(O)']",CALIFORNIA(B-ORG) 61(O) 72(O) .459(O) 14(O),"Input: CALIFORNIA 61 72 .459 14
Output: CALIFORNIA(B-ORG) 61(O) 72(O) .459(O) 14(O)"
5850,['West' 'Coast' '24' '.'],"['B-ORG', 'I-ORG', 'O', 'O']",West Coast 24 .,"['West(B-ORG)', 'Coast(I-ORG)', '24(O)', '.(O)']",West(B-ORG) Coast(I-ORG) 24(O) .(O),"Input: West Coast 24 .
Output: West(B-ORG) Coast(I-ORG) 24(O) .(O)"
11186,"['--' 'Julie' 'Tolkacheva' ',' 'Moscow' 'Newsroom' ',' '+7095' '941'
 '8520']","['O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']","-- Julie Tolkacheva , Moscow Newsroom , +7095 941 8520","['--(O)', 'Julie(B-PER)', 'Tolkacheva(I-PER)', ',(O)', 'Moscow(B-ORG)', 'Newsroom(I-ORG)', ',(O)', '+7095(O)', '941(O)', '8520(O)']","--(O) Julie(B-PER) Tolkacheva(I-PER) ,(O) Moscow(B-ORG) Newsroom(I-ORG) ,(O) +7095(O) 941(O) 8520(O)","Input: -- Julie Tolkacheva , Moscow Newsroom , +7095 941 8520
Output: --(O) Julie(B-PER) Tolkacheva(I-PER) ,(O) Moscow(B-ORG) Newsroom(I-ORG) ,(O) +7095(O) 941(O) 8520(O)"
4601,['6.' 'Erik' 'Camerlengo' '(' 'Italy' ')' 'Yamaha'],"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-ORG']",6. Erik Camerlengo ( Italy ) Yamaha,"['6.(O)', 'Erik(B-PER)', 'Camerlengo(I-PER)', '((O)', 'Italy(B-LOC)', ')(O)', 'Yamaha(B-ORG)']",6.(O) Erik(B-PER) Camerlengo(I-PER) ((O) Italy(B-LOC) )(O) Yamaha(B-ORG),"Input: 6. Erik Camerlengo ( Italy ) Yamaha
Output: 6.(O) Erik(B-PER) Camerlengo(I-PER) ((O) Italy(B-LOC) )(O) Yamaha(B-ORG)"
5183,['Chernomorets' 'Novorossiisk' '2' 'Rostselmash' 'Rostov' '1'],"['B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O']",Chernomorets Novorossiisk 2 Rostselmash Rostov 1,"['Chernomorets(B-ORG)', 'Novorossiisk(I-ORG)', '2(O)', 'Rostselmash(B-ORG)', 'Rostov(I-ORG)', '1(O)']",Chernomorets(B-ORG) Novorossiisk(I-ORG) 2(O) Rostselmash(B-ORG) Rostov(I-ORG) 1(O),"Input: Chernomorets Novorossiisk 2 Rostselmash Rostov 1
Output: Chernomorets(B-ORG) Novorossiisk(I-ORG) 2(O) Rostselmash(B-ORG) Rostov(I-ORG) 1(O)"
12126,"['German' 'authorities' 'could' 'not' 'immediately' 'be' 'reached' 'for'
 'comment' '.']","['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",German authorities could not immediately be reached for comment .,"['German(B-MISC)', 'authorities(O)', 'could(O)', 'not(O)', 'immediately(O)', 'be(O)', 'reached(O)', 'for(O)', 'comment(O)', '.(O)']",German(B-MISC) authorities(O) could(O) not(O) immediately(O) be(O) reached(O) for(O) comment(O) .(O),"Input: German authorities could not immediately be reached for comment .
Output: German(B-MISC) authorities(O) could(O) not(O) immediately(O) be(O) reached(O) for(O) comment(O) .(O)"
10849,"['Did' 'not' 'bat' ':' 'A.' 'Kumble' ',' 'N.' 'Mongia' ',' 'V.' 'Prasad'
 ',' 'A.' 'Kapoor' '.']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']","Did not bat : A. Kumble , N. Mongia , V. Prasad , A. Kapoor .","['Did(O)', 'not(O)', 'bat(O)', ':(O)', 'A.(B-PER)', 'Kumble(I-PER)', ',(O)', 'N.(B-PER)', 'Mongia(I-PER)', ',(O)', 'V.(B-PER)', 'Prasad(I-PER)', ',(O)', 'A.(B-PER)', 'Kapoor(I-PER)', '.(O)']","Did(O) not(O) bat(O) :(O) A.(B-PER) Kumble(I-PER) ,(O) N.(B-PER) Mongia(I-PER) ,(O) V.(B-PER) Prasad(I-PER) ,(O) A.(B-PER) Kapoor(I-PER) .(O)","Input: Did not bat : A. Kumble , N. Mongia , V. Prasad , A. Kapoor .
Output: Did(O) not(O) bat(O) :(O) A.(B-PER) Kumble(I-PER) ,(O) N.(B-PER) Mongia(I-PER) ,(O) V.(B-PER) Prasad(I-PER) ,(O) A.(B-PER) Kapoor(I-PER) .(O)"
6280,"['The' 'deal' 'is' 'expected' 'to' 'close' 'by' 'the' 'first' 'quarter'
 'of' '1997' ',' 'subject' 'to' 'regulatory' 'approval' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","The deal is expected to close by the first quarter of 1997 , subject to regulatory approval .","['The(O)', 'deal(O)', 'is(O)', 'expected(O)', 'to(O)', 'close(O)', 'by(O)', 'the(O)', 'first(O)', 'quarter(O)', 'of(O)', '1997(O)', ',(O)', 'subject(O)', 'to(O)', 'regulatory(O)', 'approval(O)', '.(O)']","The(O) deal(O) is(O) expected(O) to(O) close(O) by(O) the(O) first(O) quarter(O) of(O) 1997(O) ,(O) subject(O) to(O) regulatory(O) approval(O) .(O)","Input: The deal is expected to close by the first quarter of 1997 , subject to regulatory approval .
Output: The(O) deal(O) is(O) expected(O) to(O) close(O) by(O) the(O) first(O) quarter(O) of(O) 1997(O) ,(O) subject(O) to(O) regulatory(O) approval(O) .(O)"
2701,"['The' 'club' ',' 'founded' 'in' '1961' ',' 'has' 'a' 'loyal' 'following'
 'in' 'Taibe' ',' 'an' 'Arab' 'town' 'of' '28,000' 'in' 'the' 'heart' 'of'
 'Israel' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","The club , founded in 1961 , has a loyal following in Taibe , an Arab town of 28,000 in the heart of Israel .","['The(O)', 'club(O)', ',(O)', 'founded(O)', 'in(O)', '1961(O)', ',(O)', 'has(O)', 'a(O)', 'loyal(O)', 'following(O)', 'in(O)', 'Taibe(B-LOC)', ',(O)', 'an(O)', 'Arab(B-MISC)', 'town(O)', 'of(O)', '28,000(O)', 'in(O)', 'the(O)', 'heart(O)', 'of(O)', 'Israel(B-LOC)', '.(O)']","The(O) club(O) ,(O) founded(O) in(O) 1961(O) ,(O) has(O) a(O) loyal(O) following(O) in(O) Taibe(B-LOC) ,(O) an(O) Arab(B-MISC) town(O) of(O) 28,000(O) in(O) the(O) heart(O) of(O) Israel(B-LOC) .(O)","Input: The club , founded in 1961 , has a loyal following in Taibe , an Arab town of 28,000 in the heart of Israel .
Output: The(O) club(O) ,(O) founded(O) in(O) 1961(O) ,(O) has(O) a(O) loyal(O) following(O) in(O) Taibe(B-LOC) ,(O) an(O) Arab(B-MISC) town(O) of(O) 28,000(O) in(O) the(O) heart(O) of(O) Israel(B-LOC) .(O)"
13694,"['""' 'Our' 'trend' 'growth' 'rate' 'of' 'five' 'percent' 'in' 'real'
 'terms' 'is' 'pretty' 'solid' ',' '""' 'Tsang' 'told' 'a' 'news'
 'conference' 'after' 'meeting' 'New' 'Zealand' 'Finance' 'Minister'
 'Bill' 'Birch' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O']",""" Our trend growth rate of five percent in real terms is pretty solid , "" Tsang told a news conference after meeting New Zealand Finance Minister Bill Birch .","['""(O)', 'Our(O)', 'trend(O)', 'growth(O)', 'rate(O)', 'of(O)', 'five(O)', 'percent(O)', 'in(O)', 'real(O)', 'terms(O)', 'is(O)', 'pretty(O)', 'solid(O)', ',(O)', '""(O)', 'Tsang(B-PER)', 'told(O)', 'a(O)', 'news(O)', 'conference(O)', 'after(O)', 'meeting(O)', 'New(B-LOC)', 'Zealand(I-LOC)', 'Finance(O)', 'Minister(O)', 'Bill(B-PER)', 'Birch(I-PER)', '.(O)']","""(O) Our(O) trend(O) growth(O) rate(O) of(O) five(O) percent(O) in(O) real(O) terms(O) is(O) pretty(O) solid(O) ,(O) ""(O) Tsang(B-PER) told(O) a(O) news(O) conference(O) after(O) meeting(O) New(B-LOC) Zealand(I-LOC) Finance(O) Minister(O) Bill(B-PER) Birch(I-PER) .(O)","Input: "" Our trend growth rate of five percent in real terms is pretty solid , "" Tsang told a news conference after meeting New Zealand Finance Minister Bill Birch .
Output: ""(O) Our(O) trend(O) growth(O) rate(O) of(O) five(O) percent(O) in(O) real(O) terms(O) is(O) pretty(O) solid(O) ,(O) ""(O) Tsang(B-PER) told(O) a(O) news(O) conference(O) after(O) meeting(O) New(B-LOC) Zealand(I-LOC) Finance(O) Minister(O) Bill(B-PER) Birch(I-PER) .(O)"
13512,"['""' 'These' '(' 'writings' ')' 'are' 'not' 'only' 'poetic' 'but' 'a'
 'linguistic' 'treasure' 'trove' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",""" These ( writings ) are not only poetic but a linguistic treasure trove .","['""(O)', 'These(O)', '((O)', 'writings(O)', ')(O)', 'are(O)', 'not(O)', 'only(O)', 'poetic(O)', 'but(O)', 'a(O)', 'linguistic(O)', 'treasure(O)', 'trove(O)', '.(O)']","""(O) These(O) ((O) writings(O) )(O) are(O) not(O) only(O) poetic(O) but(O) a(O) linguistic(O) treasure(O) trove(O) .(O)","Input: "" These ( writings ) are not only poetic but a linguistic treasure trove .
Output: ""(O) These(O) ((O) writings(O) )(O) are(O) not(O) only(O) poetic(O) but(O) a(O) linguistic(O) treasure(O) trove(O) .(O)"
4834,['3.' 'Kocinski' '254'],"['O', 'B-PER', 'O']",3. Kocinski 254,"['3.(O)', 'Kocinski(B-PER)', '254(O)']",3.(O) Kocinski(B-PER) 254(O),"Input: 3. Kocinski 254
Output: 3.(O) Kocinski(B-PER) 254(O)"
1864,"['England' 'batsman' 'John' 'Crawley' 'was' 'forced' 'to' 'endure' 'a'
 'frustrating' 'delay' 'of' 'over' 'three' 'hours' 'before' 'resuming'
 'his' 'quest' 'for' 'a' 'maiden' 'test' 'century' 'in' 'the' 'third'
 'test' 'against' 'Pakistan' 'on' 'Friday' '.']","['B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']",England batsman John Crawley was forced to endure a frustrating delay of over three hours before resuming his quest for a maiden test century in the third test against Pakistan on Friday .,"['England(B-LOC)', 'batsman(O)', 'John(B-PER)', 'Crawley(I-PER)', 'was(O)', 'forced(O)', 'to(O)', 'endure(O)', 'a(O)', 'frustrating(O)', 'delay(O)', 'of(O)', 'over(O)', 'three(O)', 'hours(O)', 'before(O)', 'resuming(O)', 'his(O)', 'quest(O)', 'for(O)', 'a(O)', 'maiden(O)', 'test(O)', 'century(O)', 'in(O)', 'the(O)', 'third(O)', 'test(O)', 'against(O)', 'Pakistan(B-LOC)', 'on(O)', 'Friday(O)', '.(O)']",England(B-LOC) batsman(O) John(B-PER) Crawley(I-PER) was(O) forced(O) to(O) endure(O) a(O) frustrating(O) delay(O) of(O) over(O) three(O) hours(O) before(O) resuming(O) his(O) quest(O) for(O) a(O) maiden(O) test(O) century(O) in(O) the(O) third(O) test(O) against(O) Pakistan(B-LOC) on(O) Friday(O) .(O),"Input: England batsman John Crawley was forced to endure a frustrating delay of over three hours before resuming his quest for a maiden test century in the third test against Pakistan on Friday .
Output: England(B-LOC) batsman(O) John(B-PER) Crawley(I-PER) was(O) forced(O) to(O) endure(O) a(O) frustrating(O) delay(O) of(O) over(O) three(O) hours(O) before(O) resuming(O) his(O) quest(O) for(O) a(O) maiden(O) test(O) century(O) in(O) the(O) third(O) test(O) against(O) Pakistan(B-LOC) on(O) Friday(O) .(O)"
5586,"['2.' 'Colin' 'Montgomerie' '429,449']","['O', 'B-PER', 'I-PER', 'O']","2. Colin Montgomerie 429,449","['2.(O)', 'Colin(B-PER)', 'Montgomerie(I-PER)', '429,449(O)']","2.(O) Colin(B-PER) Montgomerie(I-PER) 429,449(O)","Input: 2. Colin Montgomerie 429,449
Output: 2.(O) Colin(B-PER) Montgomerie(I-PER) 429,449(O)"
3016,"['A' 'consortium' 'of' 'telephone' 'companies' 'and' 'The' 'Walt' 'Disney'
 'Co' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']",A consortium of telephone companies and The Walt Disney Co .,"['A(O)', 'consortium(O)', 'of(O)', 'telephone(O)', 'companies(O)', 'and(O)', 'The(B-ORG)', 'Walt(I-ORG)', 'Disney(I-ORG)', 'Co(I-ORG)', '.(O)']",A(O) consortium(O) of(O) telephone(O) companies(O) and(O) The(B-ORG) Walt(I-ORG) Disney(I-ORG) Co(I-ORG) .(O),"Input: A consortium of telephone companies and The Walt Disney Co .
Output: A(O) consortium(O) of(O) telephone(O) companies(O) and(O) The(B-ORG) Walt(I-ORG) Disney(I-ORG) Co(I-ORG) .(O)"
5482,"['The' 'scored' 'stayed' 'level' 'to' 'the' 'final' 'minutes' 'but' 'with'
 'a' 'penalty' 'shoot' 'out' 'looming' ',' 'Batistuta' 'took' 'charge' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O']","The scored stayed level to the final minutes but with a penalty shoot out looming , Batistuta took charge .","['The(O)', 'scored(O)', 'stayed(O)', 'level(O)', 'to(O)', 'the(O)', 'final(O)', 'minutes(O)', 'but(O)', 'with(O)', 'a(O)', 'penalty(O)', 'shoot(O)', 'out(O)', 'looming(O)', ',(O)', 'Batistuta(B-PER)', 'took(O)', 'charge(O)', '.(O)']","The(O) scored(O) stayed(O) level(O) to(O) the(O) final(O) minutes(O) but(O) with(O) a(O) penalty(O) shoot(O) out(O) looming(O) ,(O) Batistuta(B-PER) took(O) charge(O) .(O)","Input: The scored stayed level to the final minutes but with a penalty shoot out looming , Batistuta took charge .
Output: The(O) scored(O) stayed(O) level(O) to(O) the(O) final(O) minutes(O) but(O) with(O) a(O) penalty(O) shoot(O) out(O) looming(O) ,(O) Batistuta(B-PER) took(O) charge(O) .(O)"
9702,['But' 'she' 'said' 'more' 'had' 'to' 'be' 'done' '.'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",But she said more had to be done .,"['But(O)', 'she(O)', 'said(O)', 'more(O)', 'had(O)', 'to(O)', 'be(O)', 'done(O)', '.(O)']",But(O) she(O) said(O) more(O) had(O) to(O) be(O) done(O) .(O),"Input: But she said more had to be done .
Output: But(O) she(O) said(O) more(O) had(O) to(O) be(O) done(O) .(O)"
9025,['Thompson' 'has' 'denied' 'the' 'charges' '.'],"['B-PER', 'O', 'O', 'O', 'O', 'O']",Thompson has denied the charges .,"['Thompson(B-PER)', 'has(O)', 'denied(O)', 'the(O)', 'charges(O)', '.(O)']",Thompson(B-PER) has(O) denied(O) the(O) charges(O) .(O),"Input: Thompson has denied the charges .
Output: Thompson(B-PER) has(O) denied(O) the(O) charges(O) .(O)"
7862,['Dutch' 'closing' 'share' 'market' 'report' '.'],"['B-MISC', 'O', 'O', 'O', 'O', 'O']",Dutch closing share market report .,"['Dutch(B-MISC)', 'closing(O)', 'share(O)', 'market(O)', 'report(O)', '.(O)']",Dutch(B-MISC) closing(O) share(O) market(O) report(O) .(O),"Input: Dutch closing share market report .
Output: Dutch(B-MISC) closing(O) share(O) market(O) report(O) .(O)"
5806,['Parramatta' '21' '10' '1' '10' '388' '391' '21'],"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Parramatta 21 10 1 10 388 391 21,"['Parramatta(B-ORG)', '21(O)', '10(O)', '1(O)', '10(O)', '388(O)', '391(O)', '21(O)']",Parramatta(B-ORG) 21(O) 10(O) 1(O) 10(O) 388(O) 391(O) 21(O),"Input: Parramatta 21 10 1 10 388 391 21
Output: Parramatta(B-ORG) 21(O) 10(O) 1(O) 10(O) 388(O) 391(O) 21(O)"
3573,['English' 'County' 'Championship' 'cricket' 'matches' 'on' 'Saturday' ':'],"['B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']",English County Championship cricket matches on Saturday :,"['English(B-MISC)', 'County(I-MISC)', 'Championship(I-MISC)', 'cricket(O)', 'matches(O)', 'on(O)', 'Saturday(O)', ':(O)']",English(B-MISC) County(I-MISC) Championship(I-MISC) cricket(O) matches(O) on(O) Saturday(O) :(O),"Input: English County Championship cricket matches on Saturday :
Output: English(B-MISC) County(I-MISC) Championship(I-MISC) cricket(O) matches(O) on(O) Saturday(O) :(O)"
9130,"['Under' 'the' 'plan' ',' 'the' 'federal' 'government' 'would' 'provide'
 '100' 'percent' 'of' 'the' 'financing' 'needed' 'to' 'restructure' 'debt'
 'of' 'state' 'banks' 'being' 'privatized' ',' 'liquidated' 'or' 'turned'
 'into' 'development' 'banks' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Under the plan , the federal government would provide 100 percent of the financing needed to restructure debt of state banks being privatized , liquidated or turned into development banks .","['Under(O)', 'the(O)', 'plan(O)', ',(O)', 'the(O)', 'federal(O)', 'government(O)', 'would(O)', 'provide(O)', '100(O)', 'percent(O)', 'of(O)', 'the(O)', 'financing(O)', 'needed(O)', 'to(O)', 'restructure(O)', 'debt(O)', 'of(O)', 'state(O)', 'banks(O)', 'being(O)', 'privatized(O)', ',(O)', 'liquidated(O)', 'or(O)', 'turned(O)', 'into(O)', 'development(O)', 'banks(O)', '.(O)']","Under(O) the(O) plan(O) ,(O) the(O) federal(O) government(O) would(O) provide(O) 100(O) percent(O) of(O) the(O) financing(O) needed(O) to(O) restructure(O) debt(O) of(O) state(O) banks(O) being(O) privatized(O) ,(O) liquidated(O) or(O) turned(O) into(O) development(O) banks(O) .(O)","Input: Under the plan , the federal government would provide 100 percent of the financing needed to restructure debt of state banks being privatized , liquidated or turned into development banks .
Output: Under(O) the(O) plan(O) ,(O) the(O) federal(O) government(O) would(O) provide(O) 100(O) percent(O) of(O) the(O) financing(O) needed(O) to(O) restructure(O) debt(O) of(O) state(O) banks(O) being(O) privatized(O) ,(O) liquidated(O) or(O) turned(O) into(O) development(O) banks(O) .(O)"
104,"['Syria' 'accused' 'Israel' 'on' 'Wednesday' 'of' 'launching' 'a'
 'hysterical' 'campaign' 'against' 'it' 'after' 'Israeli' 'television'
 'reported' 'that' 'Damascus' 'had' 'recently' 'test' 'fired' 'a'
 'missile' '.']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria accused Israel on Wednesday of launching a hysterical campaign against it after Israeli television reported that Damascus had recently test fired a missile .,"['Syria(B-LOC)', 'accused(O)', 'Israel(B-LOC)', 'on(O)', 'Wednesday(O)', 'of(O)', 'launching(O)', 'a(O)', 'hysterical(O)', 'campaign(O)', 'against(O)', 'it(O)', 'after(O)', 'Israeli(B-MISC)', 'television(O)', 'reported(O)', 'that(O)', 'Damascus(B-LOC)', 'had(O)', 'recently(O)', 'test(O)', 'fired(O)', 'a(O)', 'missile(O)', '.(O)']",Syria(B-LOC) accused(O) Israel(B-LOC) on(O) Wednesday(O) of(O) launching(O) a(O) hysterical(O) campaign(O) against(O) it(O) after(O) Israeli(B-MISC) television(O) reported(O) that(O) Damascus(B-LOC) had(O) recently(O) test(O) fired(O) a(O) missile(O) .(O),"Input: Syria accused Israel on Wednesday of launching a hysterical campaign against it after Israeli television reported that Damascus had recently test fired a missile .
Output: Syria(B-LOC) accused(O) Israel(B-LOC) on(O) Wednesday(O) of(O) launching(O) a(O) hysterical(O) campaign(O) against(O) it(O) after(O) Israeli(B-MISC) television(O) reported(O) that(O) Damascus(B-LOC) had(O) recently(O) test(O) fired(O) a(O) missile(O) .(O)"
3482,['0' 'Nick' 'Faldo' '(' 'Britain' ')' 'through' '5'],"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']",0 Nick Faldo ( Britain ) through 5,"['0(O)', 'Nick(B-PER)', 'Faldo(I-PER)', '((O)', 'Britain(B-LOC)', ')(O)', 'through(O)', '5(O)']",0(O) Nick(B-PER) Faldo(I-PER) ((O) Britain(B-LOC) )(O) through(O) 5(O),"Input: 0 Nick Faldo ( Britain ) through 5
Output: 0(O) Nick(B-PER) Faldo(I-PER) ((O) Britain(B-LOC) )(O) through(O) 5(O)"
10075,['Leading' 'overall' 'standings' 'after' 'second' 'stage' '.'],"['O', 'O', 'O', 'O', 'O', 'O', 'O']",Leading overall standings after second stage .,"['Leading(O)', 'overall(O)', 'standings(O)', 'after(O)', 'second(O)', 'stage(O)', '.(O)']",Leading(O) overall(O) standings(O) after(O) second(O) stage(O) .(O),"Input: Leading overall standings after second stage .
Output: Leading(O) overall(O) standings(O) after(O) second(O) stage(O) .(O)"
5342,"['lost' ',' 'winning' 'percentage' 'and' 'games' 'behind' ')' ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","lost , winning percentage and games behind ) :","['lost(O)', ',(O)', 'winning(O)', 'percentage(O)', 'and(O)', 'games(O)', 'behind(O)', ')(O)', ':(O)']","lost(O) ,(O) winning(O) percentage(O) and(O) games(O) behind(O) )(O) :(O)","Input: lost , winning percentage and games behind ) :
Output: lost(O) ,(O) winning(O) percentage(O) and(O) games(O) behind(O) )(O) :(O)"
